"Sample","meth.class","meth.family","col"
"GSM2403890_9305651027_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403891_9297949147_R01C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403892_9297949147_R05C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403893_9297949147_R02C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2403894_9297949146_R04C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403895_9297949146_R05C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2403896_9297949146_R06C02","GBM, MYCN","MCF GBM ","#48e948"
"GSM2403897_9305216209_R05C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403898_9305216209_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403899_9305216209_R04C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403900_9305216209_R01C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403901_9305216209_R03C01","SCHW","SCHW","#ffe1b2"
"GSM2403902_9305216209_R02C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403903_9305216209_R01C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403904_9305216209_R05C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2403905_9305216208_R01C01","HMB","HMB","#ed5cfc"
"GSM2403906_9305216208_R02C01","HMB","HMB","#ed5cfc"
"GSM2403907_9305216208_R03C01","HMB","HMB","#ed5cfc"
"GSM2403908_9305216208_R04C01","HMB","HMB","#ed5cfc"
"GSM2403909_9305216208_R05C01","HMB","HMB","#ed5cfc"
"GSM2403910_9305216208_R06C01","HMB","HMB","#ed5cfc"
"GSM2403911_9305216208_R01C02","HMB","HMB","#ed5cfc"
"GSM2403912_9305216208_R02C02","HMB","HMB","#ed5cfc"
"GSM2403913_9305216208_R03C02","HMB","HMB","#ed5cfc"
"GSM2403914_9305216208_R04C02","HMB","HMB","#ed5cfc"
"GSM2403915_9305216208_R05C02","HMB","HMB","#ed5cfc"
"GSM2403916_9305216208_R06C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2403917_9305216199_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403918_9305216199_R04C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2403919_9305216199_R03C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2403920_9305651050_R02C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2403921_9305651046_R04C02","PTPR, A","PTPR, A","#aede8a"
"GSM2403922_9305651050_R05C01","PTPR, A","PTPR, A","#aede8a"
"GSM2403923_9305651050_R01C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403924_9305651050_R03C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403925_9305651050_R02C01","PTPR, A","PTPR, A","#aede8a"
"GSM2403926_9305651046_R03C01","PTPR, A","PTPR, A","#aede8a"
"GSM2403927_9305651050_R06C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403928_9305651046_R03C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2403929_9305651046_R05C01","PTPR, A","PTPR, A","#aede8a"
"GSM2403930_9305651046_R04C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403931_9305651046_R06C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2403932_9305651046_R02C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2403933_9305651050_R01C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2403934_9305651046_R06C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2403935_9305651053_R04C01","HMB","HMB","#ed5cfc"
"GSM2403936_9305651053_R05C01","HMB","HMB","#ed5cfc"
"GSM2403937_9305651053_R06C02","SCHW","SCHW","#ffe1b2"
"GSM2403938_9305651053_R06C01","HMB","HMB","#ed5cfc"
"GSM2403939_9305651053_R03C01","HMB","HMB","#ed5cfc"
"GSM2403940_9305651053_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403941_9305651053_R02C02","ETMR","ETMR","#1693d6"
"GSM2403942_9305651053_R05C02","ETMR","ETMR","#1693d6"
"GSM2403943_9305651051_R04C01","MNG","MNG","#d566d7"
"GSM2403944_9305651051_R01C02","MNG","MNG","#d566d7"
"GSM2403945_9305651051_R04C02","HMB","HMB","#ed5cfc"
"GSM2403946_9305651051_R05C02","HMB","HMB","#ed5cfc"
"GSM2403947_9305651051_R06C02","HMB","HMB","#ed5cfc"
"GSM2403948_9305651053_R01C01","HMB","HMB","#ed5cfc"
"GSM2403949_9305651053_R02C01","HMB","HMB","#ed5cfc"
"GSM2403950_9305651055_R01C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2403951_9305651055_R02C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2403952_9305651060_R05C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2403953_9305651055_R05C02","SCHW","SCHW","#ffe1b2"
"GSM2403954_9305651055_R06C02","SCHW","SCHW","#ffe1b2"
"GSM2403955_9305651060_R01C01","SCHW","SCHW","#ffe1b2"
"GSM2403956_9305651060_R02C01","SCHW","SCHW","#ffe1b2"
"GSM2403957_9305651060_R03C01","SCHW","SCHW","#ffe1b2"
"GSM2403958_9305651060_R04C01","SCHW","SCHW","#ffe1b2"
"GSM2403959_9305651060_R05C01","SCHW","SCHW","#ffe1b2"
"GSM2403960_9305651060_R06C01","SCHW","SCHW","#ffe1b2"
"GSM2403961_9305651060_R01C02","SCHW","SCHW","#ffe1b2"
"GSM2403962_9305651060_R02C02","SCHW","SCHW","#ffe1b2"
"GSM2403963_9305651060_R03C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2403964_9305651055_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2403965_9305651055_R06C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2403966_9305651055_R04C02","HMB","HMB","#ed5cfc"
"GSM2403967_9305651054_R04C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2403968_9305651054_R03C02","PXA","PXA","#7c46c9"
"GSM2403969_9305651054_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2403970_6026818091_R02C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2403971_6026818091_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403972_6026818091_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403973_6026818091_R05C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403974_6026818091_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403975_6026818091_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403976_6026818091_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403977_6026818094_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403978_6026818094_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403979_6026818094_R04C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403980_6026818094_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2403981_6026818094_R05C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2403982_6026818101_R06C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2403983_6026818101_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403984_6026818110_R03C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403985_6026818110_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403986_6026818110_R05C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403987_6026818110_R06C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2403988_6026818110_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2403989_9305651089_R01C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403990_9305651089_R03C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403991_9305651089_R04C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403992_9305651089_R05C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403993_9305651089_R06C02","PGG, nC","PGG, nC","#f5811d"
"GSM2403994_9305651095_R01C01","PGG, nC","PGG, nC","#f5811d"
"GSM2403995_9305651095_R02C01","PGG, nC","PGG, nC","#f5811d"
"GSM2403996_9305651095_R03C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2403997_9305651095_R04C01","PITUI","PITUI","#58d8db"
"GSM2403998_9305651095_R01C02","PXA","PXA","#7c46c9"
"GSM2403999_9305651095_R02C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404000_9305651095_R05C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404001_9305651095_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404002_9305651146_R02C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404003_9305651146_R05C01","PGG, nC","PGG, nC","#f5811d"
"GSM2404004_9305651146_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404005_9305651146_R01C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404006_9305651146_R02C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404007_9305651146_R03C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404008_9305651146_R05C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404009_9340996003_R01C02","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404010_9340996003_R01C01","HMB","HMB","#ed5cfc"
"GSM2404011_9340996008_R04C01","PTPR, B","PTPR, B","#bfff9c"
"GSM2404012_9340996008_R05C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404013_9340996008_R01C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404014_9340996008_R02C02","PIN T, PB B","PIN T,  PB B","#b6dc95"
"GSM2404015_9340996008_R04C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404016_9340996003_R02C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404017_9340996003_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404018_9340996003_R04C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404019_9340996003_R04C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404020_9340996003_R05C02","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404021_9340996003_R06C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404022_9340996008_R01C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2404023_9340996014_R04C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404024_9340996012_R04C02","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404025_9340996014_R05C01","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404026_9340996014_R02C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404027_9340996032_R02C01","PXA","PXA","#7c46c9"
"GSM2404028_9340996032_R03C01","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2404029_9340996032_R01C01","IHG","IHG","#d0bbd8"
"GSM2404030_9340996050_R06C02","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404031_9340996058_R01C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404032_9340996058_R02C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404033_9340996058_R04C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404034_9340996058_R03C01","MELCYT","MELCYT","#102a46"
"GSM2404035_9340996050_R04C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404036_9373550164_R05C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2404037_9373550164_R06C01","DLGNT","DLGNT","#d1723a"
"GSM2404038_9373550164_R02C02","PITUI","PITUI","#58d8db"
"GSM2404039_9373550164_R03C02","PITUI","PITUI","#58d8db"
"GSM2404040_9373550131_R03C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404041_9373550164_R04C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404042_9373550164_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404043_9373550164_R06C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404044_9373550164_R01C01","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404045_9373550131_R06C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2404046_9373550131_R02C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404047_9373550131_R05C02","LGG, PA MID","MCF PA","#b890e0"
"GSM2404048_9373550131_R06C02","EPN, YAP","EPN, YAP","#fe576c"
"GSM2404049_9373550018_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404050_9373550028_R05C01","EPN, YAP","EPN, YAP","#fe576c"
"GSM2404051_9373550034_R05C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404052_9373550035_R06C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404053_9373550035_R01C02","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404054_9373550018_R06C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404055_9373550018_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404056_9373551023_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404057_9373551023_R06C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404058_9373551023_R03C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404059_9373551039_R01C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404060_9373551039_R02C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404061_9373551039_R05C01","SCHW","SCHW","#ffe1b2"
"GSM2404062_9373551042_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404063_9373551020_R05C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404064_9374341006_R02C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404065_9374341006_R04C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404066_9374341006_R05C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404067_9374341006_R04C02","GBM, MID","MCF GBM ","#27780d"
"GSM2404068_9374341144_R02C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404069_9373551108_R02C02","ETMR","ETMR","#1693d6"
"GSM2404070_9373551108_R03C02","ETMR","ETMR","#1693d6"
"GSM2404071_9373551108_R04C02","ETMR","ETMR","#1693d6"
"GSM2404072_9373551108_R06C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404073_9373551108_R06C01","CN","CN","#b85400"
"GSM2404074_9376561043_R04C01","MNG","MNG","#d566d7"
"GSM2404075_9376561043_R05C01","MNG","MNG","#d566d7"
"GSM2404076_9376561043_R06C01","MNG","MNG","#d566d7"
"GSM2404077_9376561043_R02C02","MNG","MNG","#d566d7"
"GSM2404078_9376561043_R03C02","MNG","MNG","#d566d7"
"GSM2404079_9376561043_R04C02","MNG","MNG","#d566d7"
"GSM2404080_9376561043_R05C02","MNG","MNG","#d566d7"
"GSM2404081_9376561057_R03C02","MNG","MNG","#d566d7"
"GSM2404082_9376561043_R06C02","MNG","MNG","#d566d7"
"GSM2404083_9376561057_R04C02","MNG","MNG","#d566d7"
"GSM2404084_9376561057_R05C02","MNG","MNG","#d566d7"
"GSM2404085_9376561057_R01C01","MNG","MNG","#d566d7"
"GSM2404086_9376561057_R02C01","MNG","MNG","#d566d7"
"GSM2404087_9376561057_R04C01","MNG","MNG","#d566d7"
"GSM2404088_9376561057_R05C01","MNG","MNG","#d566d7"
"GSM2404089_9376561057_R06C01","MNG","MNG","#d566d7"
"GSM2404090_9376561057_R02C02","MNG","MNG","#d566d7"
"GSM2404091_9376561057_R03C01","MNG","MNG","#d566d7"
"GSM2404092_9376561057_R06C02","MNG","MNG","#d566d7"
"GSM2404093_9374342010_R01C01","EPN, RELA","EPN, RELA","#d84c4b"
"GSM2404094_9374342010_R03C02","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404095_9374342010_R04C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2404096_9374342010_R05C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404097_9376538156_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404098_9376538156_R02C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404099_9376538156_R03C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404100_9376538156_R03C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404101_9370847051_R04C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2404102_9370847051_R05C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404103_9370847051_R06C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404104_9370847051_R03C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404105_9370847061_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404106_9370847061_R03C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404107_9370847061_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404108_9379082039_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404109_9370847051_R05C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404110_9379082039_R05C01","PGG, nC","PGG, nC","#f5811d"
"GSM2404111_9379082039_R06C01","LGG, MYB","LGG, MYB","#9159de"
"GSM2404112_9379082039_R02C02","ETMR","ETMR","#1693d6"
"GSM2404113_9379082039_R01C01","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404114_9379082039_R02C01","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404115_9379086117_R03C02","ETMR","ETMR","#1693d6"
"GSM2404116_9379086117_R04C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404117_9376561062_R06C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404118_9376561062_R02C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404119_9376561062_R05C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404120_9376561062_R04C02","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404121_9379086132_R03C02","LIPN","LIPN","#de7b2c"
"GSM2404122_9379086132_R06C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404123_9379086124_R05C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404124_9379086124_R04C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404125_9379086129_R06C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404126_9379086129_R01C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404127_9379086124_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404128_9379086124_R02C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404129_9379086124_R05C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404130_9379086129_R01C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404131_9406921073_R04C01","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404132_9406921073_R06C01","GBM, G34","GBM, G34","#55c056"
"GSM2404133_9406921070_R03C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404134_9406921070_R06C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404135_9406922161_R02C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404136_9406922161_R03C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404137_9406922158_R06C01","GBM, G34","GBM, G34","#55c056"
"GSM2404138_9406922158_R05C02","PITAD, ACTH","PITAD, ACTH","#137d75"
"GSM2404139_9406922158_R06C02","PITAD, PRL","PITAD, PRL","#00b1a9"
"GSM2404140_9406922161_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404141_9406922158_R01C02","PGG, nC","PGG, nC","#f5811d"
"GSM2404142_9406922158_R03C02","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404143_9406922161_R04C01","PITAD, FSH LH","PITAD, FSH LH","#44a199"
"GSM2404144_9406922161_R05C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404145_9406922161_R06C01","CHGL","CHGL","#b37dec"
"GSM2404146_9406922161_R05C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404147_9406922161_R06C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404148_9407201022_R06C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404149_9407201022_R03C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404150_9407201022_R06C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404151_9407201021_R02C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404152_9407201022_R03C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404153_9407201022_R04C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404154_9407201022_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404155_9407201022_R04C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404156_9407201021_R02C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404157_9407201021_R06C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404158_9407201021_R04C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404159_9407201022_R01C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404160_9407201022_R05C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404161_9407201022_R02C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404162_9407201022_R05C02","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404163_9407201025_R01C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404164_9407201021_R03C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404165_9407201021_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404166_9407201021_R05C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404167_9407201021_R05C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404168_9407201022_R02C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404169_9407201033_R06C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404170_9407201032_R06C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404171_9407201033_R02C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404172_9407201033_R01C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2404173_9376538149_R01C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2404174_9407201033_R04C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404175_9407201033_R03C01","CPH, PAP","CPH, PAP","#43dad7"
"GSM2404176_9407201033_R05C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404177_9407201033_R01C01","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404178_9407201032_R04C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404179_9407201032_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404180_9407201032_R02C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404181_9407201032_R03C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404182_9407201032_R01C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404183_9407201032_R05C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404184_9407201032_R06C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404185_9376538149_R02C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404186_9376538149_R03C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404187_9376538149_R05C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404188_9376538149_R06C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404189_9376538149_R03C02","LIPN","LIPN","#de7b2c"
"GSM2404190_9376538153_R04C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2404191_9376538153_R06C01","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404192_9376538153_R01C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404193_9376538153_R02C02","PLEX, PED A ","MCF PLEX T","#9d5723"
"GSM2404194_9376538153_R03C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404195_9376538153_R06C02","EWS","EWS","#ce69ec"
"GSM2404196_9376561024_R05C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404197_9376561024_R06C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404198_9376561024_R01C01","EWS","EWS","#ce69ec"
"GSM2404199_9376561024_R02C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404200_9376561024_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404201_9376561024_R06C01","PITAD, STH DNS B","PITAD, STH DNS B","#14c5c9"
"GSM2404202_9376561024_R01C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404203_9376561024_R02C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404204_9376561042_R03C01","LYMPHO","LYMPHO","#3c1b46"
"GSM2404205_9376561042_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404206_9379082092_R02C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404207_9379082092_R02C02","EPN, PF A","EPN, PF A","#e30149"
"GSM2404208_9379082092_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404209_9379086163_R05C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404210_9379086138_R05C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404211_9379086138_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404212_9379086163_R06C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404213_9379086166_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404214_9379086138_R04C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404215_9379086163_R04C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404216_9379086163_R03C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404217_9379086163_R04C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404218_9379086163_R05C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404219_9379086167_R06C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404220_9379086167_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404221_9379086167_R05C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404222_9406922104_R01C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404223_9406922104_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404224_9406922104_R03C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404225_9379086138_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404226_9379086155_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404227_9406922106_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404228_9406922106_R04C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404229_9406922107_R01C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404230_9379086164_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404231_9406922107_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404232_9379086138_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404233_9379086138_R05C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404234_9406922107_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404235_9379086138_R04C02","O IDH","MCF IDH GLM","#ffe336"
